Date,Region,Product,Revenue,Cost,Salesperson,Profit,Profit Margin (%)
2021-02-08 15:52:18.276553106,East,Product A,4376.44,3106.43,Amber Sullivan,1270.01,29.02
2021-02-09 09:22:43.527054108,East,Product C,4163.33,2517.96,Ashley Flores,1645.37,39.52
2021-02-10 02:53:08.777555110,North,Product D,3621.55,1011.97,Matthew Farmer,2609.58,72.06
2021-02-10 20:23:34.028056112,South,Product A,3924.45,3307.63,Yvonne Miller,616.82,15.72
2021-02-11 13:53:59.278557114,East,Product B,3071.26,1582.81,Kathleen Marsh,1488.45,48.46
2021-02-12 07:24:24.529058116,West,Product B,1526.64,1477.17,John Watson,49.47,3.24
2021-02-13 00:54:49.779559118,South,Product D,2101.57,3636.16,Stacy Walker,-1534.59,-73.02
2021-02-13 18:25:15.030060120,East,Product B,2118.62,3613.45,Frank Ward,-1494.83,-70.56
2021-02-14 11:55:40.280561122,East,Product C,3972.01,1165.38,Kari Hernandez,2806.63,70.66
2021-02-15 05:26:05.531062124,West,Product B,2541.24,2139.03,Whitney Gonzalez,402.21,15.83
2021-02-15 22:56:30.781563126,North,Product C,2729.71,1749.18,Pamela Campbell,980.53,35.92
2021-02-16 16:26:56.032064128,East,Product D,2234.37,2940.95,Jay Snyder,-706.58,-31.62
2021-02-17 09:57:21.282565130,North,Product A,870.33,3549.9,Catherine Shah,-2679.57,-307.88
2021-02-18 03:27:46.533066132,South,Product A,2851.42,1320.29,Kelly Mcconnell,1531.13,53.7
2021-02-18 20:58:11.783567134,West,Product C,2727.64,3797.53,Jeffrey Cohen,-1069.89,-39.22
2021-02-19 14:28:37.034068136,West,Product D,3706.93,1792.75,Michelle Johnson,1914.18,51.64
2021-02-20 07:59:02.284569138,South,Product C,1421.52,370.71,Christina Walton,1050.81,73.92
2021-02-21 01:29:27.535070140,East,Product D,4222.74,2155.86,Jason Smith,2066.88,48.95
2021-02-21 18:59:52.785571142,South,Product C,3408.89,1579.9,Beth Boyer,1828.99,53.65
2021-02-22 12:30:18.036072145,South,Product D,4332.06,3620.57,Amy Jimenez,711.49,16.42
2021-02-23 06:00:43.286573147,East,Product B,3567.68,2445.5,Tamara Boone,1122.18,31.45
2021-02-23 23:31:08.537074149,West,Product A,1939.74,1437.48,Kathleen Torres,502.26,25.89
2021-02-24 17:01:33.787575151,South,Product D,1065.85,506.35,Luis Paul,559.5,52.49
2021-02-25 10:31:59.038076153,West,Product D,2910.92,898.18,Denise Cox,2012.74,69.14
2021-02-26 04:02:24.288577155,West,Product D,1525.35,2487.3,Michael Harmon,-961.95,-63.06
2021-02-26 21:32:49.539078157,North,Product D,534.98,2962.59,Edward Rivera,-2427.61,-453.78
2021-02-27 15:03:14.789579159,West,Product C,3666.31,3865.72,Kenneth Webb,-199.41,-5.44
2021-02-28 08:33:40.040080161,West,Product A,821.45,1531.62,Thomas Dennis,-710.17,-86.45
2021-03-01 02:04:05.290581163,West,Product A,1645.31,1037.2,Joan Morrison,608.11,36.96
2021-03-01 19:34:30.541082165,South,Product B,914.52,2321.42,John Garcia,-1406.9,-153.84
2021-03-02 13:04:55.791583167,North,Product B,2915.95,878.87,Travis Pope,2037.08,69.86
2021-03-03 06:35:21.042084169,South,Product C,1318.6,1069.01,Rachael Cowan,249.59,18.93
2021-03-04 00:05:46.292585171,West,Product C,2531.06,2501.65,Wesley Hogan,29.41,1.16
2021-03-04 17:36:11.543086173,South,Product B,1510.17,2155.32,Rhonda Garcia,-645.15,-42.72
2021-03-05 11:06:36.793587175,West,Product B,2559.0,1265.64,William Snyder,1293.36,50.54
2021-03-06 04:37:02.044088177,West,Product A,3714.38,1075.95,Mary Harmon,2638.43,71.03
2021-03-06 22:07:27.294589179,North,Product B,4334.33,2685.07,Brittany Scott DDS,1649.26,38.05
2021-03-07 15:37:52.545090181,West,Product D,4744.31,1659.89,Eugene Watts,3084.42,65.01
2021-03-08 09:08:17.795591183,South,Product A,3489.92,895.96,Erica Winters,2593.96,74.33
2021-03-09 02:38:43.046092185,West,Product D,1066.74,3875.58,Wesley Wood,-2808.84,-263.31
2021-03-09 20:09:08.296593187,West,Product A,1565.47,3229.37,James Murphy,-1663.9,-106.29
2021-03-10 13:39:33.547094189,West,Product A,1367.44,1939.92,Robert Hawkins,-572.48,-41.87
2021-03-11 07:09:58.797595191,West,Product C,1594.46,2574.58,Emily Fuentes,-980.12,-61.47
2021-03-12 00:40:24.048096193,East,Product B,967.95,1025.41,Andrea Lopez,-57.46,-5.94
2021-03-12 18:10:49.298597195,East,Product B,3904.29,3525.49,Tracy Hill,378.8,9.7
2021-03-13 11:41:14.549098197,South,Product A,2093.55,1830.74,Jackie Mcdonald,262.81,12.55
2021-03-14 05:11:39.799599199,West,Product D,2590.61,871.98,Oscar Lopez,1718.63,66.34
2021-03-14 22:42:05.050100201,East,Product D,3506.93,2869.91,Kimberly Baird,637.02,18.16
2021-03-15 16:12:30.300601203,South,Product D,894.45,707.43,Laura Mathews,187.02,20.91
2021-03-16 09:42:55.551102205,East,Product A,3278.23,957.33,Christopher Hansen,2320.9,70.8
2021-03-17 03:13:20.801603207,East,Product D,3173.34,3590.69,Gabriela Hernandez,-417.35,-13.15
2021-03-17 20:43:46.052104209,North,Product B,1708.61,2029.94,Marisa George,-321.33,-18.81
2021-03-18 14:14:11.302605211,North,Product B,540.19,467.26,Megan James,72.93,13.5
2021-03-19 07:44:36.553106213,West,Product B,1075.51,2265.24,James Mcmillan,-1189.73,-110.62
2021-03-20 01:15:01.803607215,West,Product A,2228.57,3545.49,Anthony Thompson,-1316.92,-59.09
2021-03-20 18:45:27.054108217,West,Product C,4832.97,1197.75,James Moore,3635.22,75.22
2021-03-21 12:15:52.304609219,South,Product A,3301.21,1559.15,Bill Leblanc,1742.06,52.77
2021-03-22 05:46:17.555110221,West,Product C,3631.28,1461.03,Julie Parker,2170.25,59.77
2021-03-22 23:16:42.805611223,South,Product A,3719.66,311.29,Debra Hunt,3408.37,91.63
2021-03-23 16:47:08.056112225,North,Product A,1144.66,1309.88,Jessica Fuller,-165.22,-14.43
2021-03-24 10:17:33.306613227,East,Product A,543.55,817.23,Faith Robertson,-273.68,-50.35
2021-03-25 03:47:58.557114229,West,Product A,1933.09,841.67,Rachel Cruz,1091.42,56.46
2021-03-25 21:18:23.807615231,East,Product B,3982.59,2243.11,Heather Morrison,1739.48,43.68
2021-03-26 14:48:49.058116233,East,Product A,3891.37,1345.59,Sara Gregory,2545.78,65.42
2021-03-27 08:19:14.308617235,East,Product A,1361.95,3043.68,Charles Phillips,-1681.73,-123.48
2021-03-28 01:49:39.559118237,South,Product A,679.03,1692.44,Jason Cook,-1013.41,-149.24
2021-03-28 19:20:04.809619239,East,Product A,4928.98,3483.14,Arthur Salazar,1445.84,29.33
2021-03-29 12:50:30.060120241,South,Product B,3017.02,1417.25,Todd Stark,1599.77,53.02
2021-03-30 06:20:55.310621243,East,Product B,2728.28,2166.04,Charles Christian,562.24,20.61
2021-03-30 23:51:20.561122245,East,Product B,3117.25,864.45,Angela Robbins,2252.8,72.27
2021-03-31 17:21:45.811623247,South,Product C,2909.91,1070.57,Andre Black,1839.34,63.21
2021-04-01 10:52:11.062124249,East,Product B,3253.29,1053.99,Michael Bryant,2199.3,67.6
2021-04-02 04:22:36.312625251,West,Product A,4007.74,2644.47,Nathan Mitchell,1363.27,34.02
2021-04-02 21:53:01.563126253,West,Product C,3924.69,3865.93,Mrs. Alison Petty,58.76,1.5
2021-04-03 15:23:26.813627255,North,Product B,2909.12,3512.67,Katherine Hansen,-603.55,-20.75
2021-04-04 08:53:52.064128257,West,Product C,4566.03,3115.72,Timothy Smith,1450.31,31.76
2021-04-05 02:24:17.314629259,South,Product B,1592.34,3789.53,Paula Willis,-2197.19,-137.98
2021-04-05 19:54:42.565130261,South,Product C,4727.5,1256.42,Lisa Roberts,3471.08,73.42
2021-04-06 13:25:07.815631263,South,Product A,1732.16,1135.1,Brady Wilson,597.06,34.47
2021-04-07 06:55:33.066132265,South,Product D,1181.01,3311.2,Tanya Rodgers,-2130.19,-180.37
2021-04-08 00:25:58.316633267,West,Product B,1821.64,480.93,Jasmine Hall,1340.71,73.6
2021-04-08 17:56:23.567134269,North,Product C,3147.25,1243.23,Anthony Kelley,1904.02,60.5
2021-04-09 11:26:48.817635271,East,Product D,1511.83,338.94,Desiree Briggs,1172.89,77.58
2021-04-10 04:57:14.068136273,South,Product D,2385.82,3403.22,Isaac Aguilar,-1017.4,-42.64
2021-04-10 22:27:39.318637275,East,Product A,1856.95,2612.98,Julie Craig,-756.03,-40.71
2021-04-11 15:58:04.569138277,North,Product C,2326.67,824.3,Ronald Flowers,1502.37,64.57
2021-04-12 09:28:29.819639279,North,Product A,590.15,1981.02,Michelle Jefferson,-1390.87,-235.68
2021-04-13 02:58:55.070140281,West,Product A,4609.56,1585.55,Catherine Fernandez,3024.01,65.6
2021-04-13 20:29:20.320641283,South,Product C,2046.44,3351.31,Christine Adams,-1304.87,-63.76
2021-04-14 13:59:45.571142285,South,Product D,3010.45,1323.46,Robert Nguyen,1686.99,56.04
2021-04-15 07:30:10.821643288,West,Product D,2555.62,2034.87,Joel Banks,520.75,20.38
2021-04-16 01:00:36.072144290,West,Product A,4409.85,3544.89,Jose Smith,864.96,19.61
2021-04-16 18:31:01.322645292,North,Product A,992.4,550.85,Elaine Lee,441.55,44.49
2021-04-17 12:01:26.573146294,West,Product D,742.89,855.02,Michael Wilson,-112.13,-15.09
2021-04-18 05:31:51.823647296,North,Product D,4475.77,3836.6,Xavier Hernandez,639.17,14.28
2021-04-18 23:02:17.074148298,West,Product C,3634.03,3949.68,Samantha Brown,-315.65,-8.69
2021-04-19 16:32:42.324649300,South,Product B,2384.4,3683.69,David Levine,-1299.29,-54.49
2021-04-20 10:03:07.575150302,East,Product C,1673.02,2470.03,Caleb Dunn,-797.01,-47.64
2021-04-21 03:33:32.825651304,East,Product C,4147.28,3443.29,Rebecca Flores,703.99,16.97
2021-04-21 21:03:58.076152306,West,Product C,3309.67,1668.33,Anna Jones,1641.34,49.59
2021-04-22 14:34:23.326653308,West,Product D,1876.13,403.99,Patrick Brown,1472.14,78.47
2021-04-23 08:04:48.577154310,South,Product D,1154.78,1459.28,Mr. John Miller,-304.5,-26.37
2021-04-24 01:35:13.827655312,West,Product A,684.78,300.01,Billy Johnson,384.77,56.19
2021-04-24 19:05:39.078156314,South,Product A,603.05,3577.3,Katherine Keller,-2974.25,-493.2
2021-04-25 12:36:04.328657316,South,Product A,4935.31,1124.45,Aaron Austin,3810.86,77.22
2021-04-26 06:06:29.579158318,West,Product C,3801.1,2237.31,Steven Shelton,1563.79,41.14
2021-04-26 23:36:54.829659320,West,Product D,618.01,2226.89,Julie Gibson,-1608.88,-260.33
2021-04-27 17:07:20.080160322,West,Product D,2901.47,1804.99,Justin Deleon,1096.48,37.79
2021-04-28 10:37:45.330661324,East,Product C,2234.48,2337.69,Marc Green,-103.21,-4.62
2021-04-29 04:08:10.581162326,South,Product D,4344.16,2204.57,Shawn Gonzales,2139.59,49.25
2021-04-29 21:38:35.831663328,West,Product D,3778.69,1985.69,Matthew Brown,1793.0,47.45
2021-04-30 15:09:01.082164330,South,Product D,3204.58,3264.91,Ryan Williams,-60.33,-1.88
2021-05-01 08:39:26.332665332,North,Product C,1273.56,3668.18,Rebecca Ruiz,-2394.62,-188.03
2021-05-02 02:09:51.583166334,South,Product A,3244.67,716.64,Joanne West,2528.03,77.91
2021-05-02 19:40:16.833667336,East,Product B,3657.25,1387.04,Lauren Carter,2270.21,62.07
2021-05-03 13:10:42.084168338,North,Product A,2468.23,514.07,Grace King,1954.16,79.17
2021-05-04 06:41:07.334669340,South,Product C,3706.69,472.7,Jose Hale,3233.99,87.25
2021-05-05 00:11:32.585170342,West,Product B,2105.57,3910.07,Donald Crosby,-1804.5,-85.7
2021-05-05 17:41:57.835671344,North,Product A,4530.34,2263.17,Amy Diaz,2267.17,50.04
2021-05-06 11:12:23.086172346,West,Product A,1642.63,1876.53,Brandi Bush,-233.9,-14.24
2021-05-07 04:42:48.336673348,North,Product C,4897.91,1466.21,Sarah Boyd,3431.7,70.06
2021-05-07 22:13:13.587174350,South,Product C,1371.09,1217.5,Erin Moore,153.59,11.2
2021-05-08 15:43:38.837675352,West,Product C,4662.58,2841.99,Sarah Blanchard,1820.59,39.05
2021-05-09 09:14:04.088176354,East,Product A,955.23,560.98,Alice Martinez,394.25,41.27
2021-05-10 02:44:29.338677356,North,Product A,3514.04,3991.18,Allison Smith,-477.14,-13.58
2021-05-10 20:14:54.589178358,West,Product C,1583.13,2009.17,Brianna Barron,-426.04,-26.91
2021-05-11 13:45:19.839679360,North,Product B,1190.76,2291.65,Crystal Le,-1100.89,-92.45
2021-05-12 07:15:45.090180362,West,Product C,1893.24,2765.72,Karen Wright,-872.48,-46.08
2021-05-13 00:46:10.340681364,South,Product C,4054.31,1275.14,Heather Nelson,2779.17,68.55
2021-05-13 18:16:35.591182366,North,Product A,1092.29,2336.91,Chris Carroll,-1244.62,-113.95
2021-05-14 11:47:00.841683368,South,Product A,4864.97,2722.99,Charles Sims,2141.98,44.03
2021-05-15 05:17:26.092184370,West,Product C,2048.93,3297.55,Joshua Watson,-1248.62,-60.94
2021-05-15 22:47:51.342685372,South,Product A,1675.67,3741.14,Riley Conrad,-2065.47,-123.26
2021-05-16 16:18:16.593186374,West,Product A,2166.29,3806.45,Joseph Barry,-1640.16,-75.71
2021-05-17 09:48:41.843687376,North,Product A,3872.11,1898.46,Rebecca Scott,1973.65,50.97
2021-05-18 03:19:07.094188378,South,Product B,656.06,2322.38,Joseph Owens,-1666.32,-253.99
2021-05-18 20:49:32.344689380,East,Product B,3680.23,1829.48,Mr. John Hebert,1850.75,50.29
2021-05-19 14:19:57.595190382,East,Product B,1020.96,2793.74,Kelly Murphy,-1772.78,-173.64
2021-05-20 07:50:22.845691384,East,Product D,3990.94,1180.87,Timothy Davis,2810.07,70.41
2021-05-21 01:20:48.096192386,East,Product A,1949.65,924.48,Anna Gallegos,1025.17,52.58
2021-05-21 18:51:13.346693388,West,Product C,945.49,3846.32,Shawn Moss,-2900.83,-306.81
2021-05-22 12:21:38.597194390,South,Product C,3303.07,446.89,Bryan Graham,2856.18,86.47
2021-05-23 05:52:03.847695392,East,Product D,804.25,592.65,Tyler Williams,211.6,26.31
2021-05-23 23:22:29.098196394,North,Product B,3761.83,856.44,Beth Bryant,2905.39,77.23
2021-05-24 16:52:54.348697396,West,Product C,1594.51,559.98,Michael George,1034.53,64.88
2021-05-25 10:23:19.599198398,South,Product C,1605.63,2719.7,James Atkinson,-1114.07,-69.39
2021-05-26 03:53:44.849699400,South,Product A,3767.63,2884.16,Charles Fisher,883.47,23.45
2021-05-26 21:24:10.100200402,East,Product D,2286.5,2082.25,Kimberly Gibson,204.25,8.93
2021-05-27 14:54:35.350701404,West,Product B,3682.84,686.74,Jennifer Davies,2996.1,81.35
2021-05-28 08:25:00.601202406,East,Product C,1873.64,2995.31,Christine Johnston,-1121.67,-59.87
2021-05-29 01:55:25.851703408,North,Product C,1661.14,2890.05,Brianna Mills,-1228.91,-73.98
2021-05-29 19:25:51.102204410,North,Product D,1062.41,3472.17,Victoria Silva,-2409.76,-226.82
2021-05-30 12:56:16.352705412,West,Product B,3172.53,632.24,Becky Ortiz DDS,2540.29,80.07
2021-05-31 06:26:41.603206414,North,Product A,3790.97,2834.28,Krystal Sims,956.69,25.24
2021-05-31 23:57:06.853707416,West,Product B,4893.44,2975.81,Amy Dunn,1917.63,39.19
2021-06-01 17:27:32.104208418,East,Product A,4097.71,3835.13,Jaclyn Olson,262.58,6.41
2021-06-02 10:57:57.354709420,East,Product B,1429.18,3390.29,Katherine Wood,-1961.11,-137.22
2021-06-03 04:28:22.605210422,South,Product B,4431.94,2475.72,Sean Powers,1956.22,44.14
2021-06-03 21:58:47.855711424,East,Product D,4672.36,2186.37,Leonard Brown,2485.99,53.21
2021-06-04 15:29:13.106212426,West,Product B,895.16,3545.35,Mario Hardy,-2650.19,-296.06
2021-06-05 08:59:38.356713428,West,Product D,4232.06,719.8,Charles Martin,3512.26,82.99
2021-06-06 02:30:03.607214430,West,Product A,2784.72,307.76,Laura Carroll,2476.96,88.95
2021-06-06 20:00:28.857715432,North,Product B,1937.8,1176.98,Lisa Valenzuela,760.82,39.26
2021-06-07 13:30:54.108216434,North,Product C,1176.9,798.14,Todd Harris,378.76,32.18
2021-06-08 07:01:19.358717436,West,Product A,4155.09,2852.71,Amy Miranda,1302.38,31.34
2021-06-09 00:31:44.609218438,North,Product C,2061.45,1816.14,Jill Martinez,245.31,11.9
2021-06-09 18:02:09.859719440,West,Product C,1187.81,3731.34,Jordan Allen,-2543.53,-214.14
2021-06-10 11:32:35.110220442,West,Product C,3788.24,2689.21,Heather Clark,1099.03,29.01
2021-06-11 05:03:00.360721444,North,Product A,1799.32,2218.35,Whitney Morgan,-419.03,-23.29
2021-06-11 22:33:25.611222446,West,Product B,1112.16,3119.91,Robert Hale,-2007.75,-180.53
2021-06-12 16:03:50.861723448,East,Product D,1159.39,458.5,Daniel Brewer,700.89,60.45
2021-06-13 09:34:16.112224450,East,Product B,3967.82,2351.75,Alyssa Neal,1616.07,40.73
2021-06-14 03:04:41.362725452,South,Product C,3826.75,2521.13,Regina Jenkins,1305.62,34.12
2021-06-14 20:35:06.613226454,South,Product C,4018.76,2742.97,Erin Wilson,1275.79,31.75
2021-06-15 14:05:31.863727456,South,Product D,3846.28,363.45,Joshua Long,3482.83,90.55
2021-06-16 07:35:57.114228458,South,Product D,4963.62,894.42,Patrick Reed,4069.2,81.98
2021-06-17 01:06:22.364729460,East,Product B,816.72,2866.04,Daniel Preston,-2049.32,-250.92
2021-06-17 18:36:47.615230462,South,Product C,3857.63,1244.37,Kurt Douglas,2613.26,67.74
2021-06-18 12:07:12.865731464,West,Product C,4694.21,1167.94,Annette Jordan,3526.27,75.12
2021-06-19 05:37:38.116232466,South,Product B,3284.0,3226.79,David Hall,57.21,1.74
2021-06-19 23:08:03.366733468,South,Product A,603.84,3078.03,Donna Davenport,-2474.19,-409.74
2021-06-20 16:38:28.617234470,North,Product B,2061.82,2589.74,Abigail Robertson,-527.92,-25.6
2021-06-21 10:08:53.867735472,South,Product A,1291.54,3231.38,Melissa York,-1939.84,-150.2
2021-06-22 03:39:19.118236474,East,Product C,778.83,1105.85,Grace Jackson,-327.02,-41.99
2021-06-22 21:09:44.368737476,East,Product D,2544.37,1462.43,Teresa Cervantes PhD,1081.94,42.52
2021-06-23 14:40:09.619238478,East,Product D,2502.86,524.1,Stephen Wiggins,1978.76,79.06
2021-06-24 08:10:34.869739480,West,Product B,1190.54,498.94,Ronald Nash,691.6,58.09
2021-06-25 01:41:00.120240482,North,Product B,1831.72,3951.97,Jesse James,-2120.25,-115.75
2021-06-25 19:11:25.370741484,West,Product A,1397.41,802.07,Kathryn Gilmore,595.34,42.6
2021-06-26 12:41:50.621242486,South,Product A,4252.5,2461.1,Eric Williams,1791.4,42.13
2021-06-27 06:12:15.871743488,North,Product A,633.21,2009.68,Curtis Martinez,-1376.47,-217.38
2021-06-27 23:42:41.122244490,East,Product C,4027.58,3022.9,Danielle Ross,1004.68,24.95
2021-06-28 17:13:06.372745492,North,Product B,863.3,2882.85,Stuart Cervantes,-2019.55,-233.93
2021-06-29 10:43:31.623246494,North,Product B,1085.1,3156.82,Jennifer Thomas,-2071.72,-190.92
2021-06-30 04:13:56.873747496,North,Product B,2108.55,2163.11,Daniel Hess,-54.56,-2.59
2021-06-30 21:44:22.124248498,South,Product D,2473.25,541.26,Lawrence Davis,1931.99,78.12
2021-07-01 15:14:47.374749500,South,Product D,601.65,3904.44,Susan Taylor,-3302.79,-548.96
2021-07-02 08:45:12.625250502,South,Product C,4550.84,3261.16,Katelyn Banks,1289.68,28.34
2021-07-03 02:15:37.875751504,South,Product B,2537.15,1954.13,Hunter Wagner,583.02,22.98
2021-07-03 19:46:03.126252506,West,Product B,2297.72,2510.83,Charles Ford,-213.11,-9.27
2021-07-04 13:16:28.376753508,North,Product C,1548.71,1588.58,Michael Pace Jr.,-39.87,-2.57
2021-07-05 06:46:53.627254510,South,Product D,4607.19,3245.11,Lisa Miller,1362.08,29.56
2021-07-06 00:17:18.877755512,East,Product B,3726.24,3553.89,Christine Webb,172.35,4.63
2021-07-06 17:47:44.128256514,South,Product C,2154.41,2370.35,Jose Barnes,-215.94,-10.02
2021-07-07 11:18:09.378757516,East,Product C,1223.13,949.94,Sean Harris,273.19,22.34
2021-07-08 04:48:34.629258518,East,Product D,1700.56,2426.76,Dennis Olson,-726.2,-42.7
2021-07-08 22:18:59.879759520,East,Product B,4222.33,1671.31,Nicholas Price,2551.02,60.42
2021-07-09 15:49:25.130260522,West,Product A,2162.84,644.0,Tracy Butler,1518.84,70.22
2021-07-10 09:19:50.380761524,West,Product A,3931.53,1496.91,Scott Lee,2434.62,61.93
2021-07-11 02:50:15.631262526,South,Product A,3554.03,1844.58,Jessica Stewart MD,1709.45,48.1
2021-07-11 20:20:40.881763528,East,Product D,3862.45,1701.02,Christopher Salinas,2161.43,55.96
2021-07-12 13:51:06.132264530,North,Product B,746.46,3884.58,Glenn Valentine,-3138.12,-420.4
2021-07-13 07:21:31.382765532,North,Product D,741.29,3343.97,Margaret Lloyd,-2602.68,-351.1
2021-07-14 00:51:56.633266534,South,Product A,4106.75,1176.1,Karen Page,2930.65,71.36
2021-07-14 18:22:21.883767536,West,Product C,888.13,3378.64,Debbie Long,-2490.51,-280.42
2021-07-15 11:52:47.134268538,South,Product B,4022.07,356.08,Gary Rice,3665.99,91.15
2021-07-16 05:23:12.384769540,East,Product B,2366.5,2896.57,Jennifer Woodard,-530.07,-22.4
2021-07-16 22:53:37.635270542,East,Product A,4764.09,2755.08,Ana Ramirez,2009.01,42.17
2021-07-17 16:24:02.885771544,South,Product A,4495.14,570.65,Sarah Barnes,3924.49,87.31
2021-07-18 09:54:28.136272546,East,Product A,4936.47,3215.73,Peter Burns,1720.74,34.86
2021-07-19 03:24:53.386773548,West,Product C,1945.34,1812.1,Suzanne Miller,133.24,6.85
2021-07-19 20:55:18.637274550,West,Product D,4477.41,1219.27,Brian Riley,3258.14,72.77
2021-07-20 14:25:43.887775552,East,Product D,4725.26,3773.92,Jennifer Foley,951.34,20.13
2021-07-21 07:56:09.138276554,South,Product D,4028.87,1822.03,Gregory May,2206.84,54.78
2021-07-22 01:26:34.388777556,South,Product C,4969.04,2382.33,John Holland,2586.71,52.06
2021-07-22 18:56:59.639278558,West,Product C,1879.99,1358.03,Brandy Thomas,521.96,27.76
2021-07-23 12:27:24.889779560,West,Product A,2960.65,2155.69,Kelly Arnold,804.96,27.19
2021-07-24 05:57:50.140280562,South,Product D,2522.35,1340.71,Timothy Smith,1181.64,46.85
2021-07-24 23:28:15.390781564,West,Product D,2455.46,2662.76,Randy Lee PhD,-207.3,-8.44
2021-07-25 16:58:40.641282566,North,Product A,836.09,2982.5,Jonathan Woods,-2146.41,-256.72
2021-07-26 10:29:05.891783568,East,Product A,4171.3,3904.57,Robert Barrera,266.73,6.39
2021-07-27 03:59:31.142284570,West,Product A,795.96,1820.52,Joshua Warren,-1024.56,-128.72
2021-07-27 21:29:56.392785572,North,Product D,4067.99,1273.07,Cynthia Garcia,2794.92,68.71
2021-07-28 15:00:21.643286576,North,Product D,3654.0,3948.56,Andrea Franklin,-294.56,-8.06
2021-07-29 08:30:46.893787576,West,Product D,3869.58,2152.55,Austin Nielsen,1717.03,44.37
2021-07-30 02:01:12.144288580,North,Product D,2907.24,3621.84,Heather Sanders,-714.6,-24.58
2021-07-30 19:31:37.394789580,West,Product D,2118.97,471.32,David Hamilton,1647.65,77.76
2021-07-31 13:02:02.645290584,North,Product A,1483.81,1904.73,Jessica Jackson,-420.92,-28.37
2021-08-01 06:32:27.895791584,South,Product C,886.29,3515.47,Robert Anderson,-2629.18,-296.65
2021-08-02 00:02:53.146292588,West,Product A,3595.0,781.06,Jeffrey Owen,2813.94,78.27
2021-08-02 17:33:18.396793588,East,Product C,3957.84,2372.94,James Hogan,1584.9,40.04
2021-08-03 11:03:43.647294592,East,Product D,4451.94,876.43,Jacob Johnson,3575.51,80.31
2021-08-04 04:34:08.897795592,West,Product B,4593.18,3989.12,Thomas Hodges,604.06,13.15
2021-08-04 22:04:34.148296596,West,Product B,3069.01,3340.19,Jeffery Stewart,-271.18,-8.84
2021-08-05 15:34:59.398797596,North,Product B,1000.13,892.69,Tina Watts,107.44,10.74
2021-08-06 09:05:24.649298600,North,Product D,3856.98,3047.24,Taylor Jackson,809.74,20.99
2021-08-07 02:35:49.899799600,West,Product D,4783.98,3908.26,Rebecca Dalton,875.72,18.31
2021-08-07 20:06:15.150300604,South,Product A,2563.73,1930.49,Catherine Sims,633.24,24.7
2021-08-08 13:36:40.400801604,South,Product B,3022.38,783.72,Edgar White,2238.66,74.07
2021-08-09 07:07:05.651302608,East,Product C,4852.85,1913.2,Jordan Skinner,2939.65,60.58
2021-08-10 00:37:30.901803608,East,Product B,2364.76,3897.76,Deanna Adams,-1533.0,-64.83
2021-08-10 18:07:56.152304612,West,Product A,1707.7,724.84,Elizabeth Diaz,982.86,57.55
2021-08-11 11:38:21.402805612,South,Product D,3884.24,785.36,Craig Guerra,3098.88,79.78
2021-08-12 05:08:46.653306616,West,Product C,2978.19,1177.13,Sara Lara,1801.06,60.47
2021-08-12 22:39:11.903807616,East,Product A,4981.82,2506.55,Madison Curtis,2475.27,49.69
2021-08-13 16:09:37.154308620,West,Product B,1284.98,927.99,Eduardo Smith,356.99,27.78
2021-08-14 09:40:02.404809620,North,Product D,4254.02,1349.42,Erica Dominguez,2904.6,68.28
2021-08-15 03:10:27.655310624,East,Product D,2530.42,3658.04,Kevin Bradshaw,-1127.62,-44.56
2021-08-15 20:40:52.905811624,East,Product B,3300.03,529.79,James Roberts,2770.24,83.95
2021-08-16 14:11:18.156312628,West,Product C,1186.95,2083.77,Jack Cox,-896.82,-75.56
2021-08-17 07:41:43.406813628,West,Product A,980.73,2970.57,Elizabeth Morales,-1989.84,-202.89
2021-08-18 01:12:08.657314632,South,Product B,3584.31,1445.4,Jasmine Smith,2138.91,59.67
2021-08-18 18:42:33.907815632,East,Product B,3156.05,401.27,Sean Conley,2754.78,87.29
2021-08-19 12:12:59.158316636,North,Product C,3767.21,1535.9,Dr. Dawn Chan,2231.31,59.23
2021-08-20 05:43:24.408817636,East,Product C,3965.46,2821.45,Glenda Herrera,1144.01,28.85
2021-08-20 23:13:49.659318640,North,Product D,520.83,3118.4,Evan Gilbert,-2597.57,-498.74
2021-08-21 16:44:14.909819640,South,Product A,826.91,2757.46,Tonya Daniels,-1930.55,-233.47
2021-08-22 10:14:40.160320644,East,Product A,2836.69,1332.35,Yvonne Robinson,1504.34,53.03
2021-08-23 03:45:05.410821644,West,Product C,2311.77,893.73,Michael Guzman,1418.04,61.34
2021-08-23 21:15:30.661322648,South,Product D,3726.05,2322.86,Nicole Reed,1403.19,37.66
2021-08-24 14:45:55.911823648,West,Product A,1445.58,961.16,Autumn Sandoval,484.42,33.51
2021-08-25 08:16:21.162324652,South,Product D,3421.89,3489.78,Makayla Mata,-67.89,-1.98
2021-08-26 01:46:46.412825652,West,Product C,1443.54,1990.89,Billy Franco,-547.35,-37.92
2021-08-26 19:17:11.663326656,East,Product D,3308.17,2732.16,Cynthia King,576.01,17.41
2021-08-27 12:47:36.913827656,East,Product A,3420.64,1416.17,Faith Evans,2004.47,58.6
2021-08-28 06:18:02.164328660,North,Product B,2464.58,349.41,Tony Johnson,2115.17,85.82
2021-08-28 23:48:27.414829660,East,Product D,3317.72,2196.54,Allen Rodriguez,1121.18,33.79
